date,portfolio_value
2025-12-18,260665.2428357203
2025-12-19,273980.99685477704
2025-12-22,275537.9259245361
2025-12-23,276573.1531398794
2025-12-24,281291.54420843103
2025-12-26,281114.79233894474
2025-12-29,278378.56845512317
2025-12-30,276476.16566574003
2025-12-31,271952.39646366605
2026-01-02,288481.45241469523
2026-01-05,287079.8796279091
2026-01-06,320464.89777482493
2026-01-07,307426.5587568196
2026-01-08,289282.39267689927
2026-01-09,306333.93615196476
2026-01-12,312482.40827022376
2026-01-13,312358.26744197035
2026-01-14,304372.9033831316
2026-01-15,313215.6166978945
2026-01-16,317867.4391036388
2026-01-20,323376.57718767354
2026-01-21,339966.1860008208
2026-01-22,338820.79611392604
2026-01-23,333845.4476493256
2026-01-26,336260.6212855567
2026-01-27,357032.6181640648
2026-01-28,386697.22048799077
2026-01-29,389270.5113260205
2026-01-30,365950.0059753476
2026-02-02,387337.31274341495
2026-02-03,391605.7630593663
2026-02-04,372870.71266294253
2026-02-05,376751.6118732727
2026-02-06,404005.8165489471
2026-02-09,406269.2630207634
2026-02-10,388789.16250125784
2026-02-11,405679.4826981308
2026-02-12,414033.1095014342
2026-02-13,409567.21519880433
2026-02-17,413302.22783377377
2026-02-18,422428.561136848
2026-02-19,422358.72740427626
2026-02-20,433234.3796474352
2026-02-23,430243.5164830189
2026-02-24,427982.88573555415
2026-02-25,448523.00265111757
2026-02-26,429588.5563509162
2026-02-27,430650.5057304571
2026-03-31,405953.0826197836
